YearMonth,Region,BookingLocation,Team,Product,RiskScore_0to100
2025-11,APAC,Hong Kong,Operations,Discretionary,43.636363636363626
2025-11,APAC,Hong Kong,Operations,Execution-only,56.363636363636374
2025-11,APAC,Hong Kong,Operations,Lombard Lending,35.90909090909091
2025-11,APAC,Hong Kong,Operations,Structured Products,40.0
2025-11,APAC,Singapore,Client Onboarding,Advisory,36.81818181818182
2025-11,APAC,Singapore,Client Onboarding,Discretionary,16.818181818181817
2025-11,APAC,Singapore,Client Onboarding,Execution-only,33.63636363636363
2025-11,APAC,Singapore,Client Onboarding,Lombard Lending,10.909090909090908
2025-11,APAC,Singapore,Client Onboarding,Structured Products,11.818181818181818
2025-11,APAC,Singapore,Compliance & Controls,Advisory,24.545454545454547
2025-11,APAC,Singapore,Compliance & Controls,Discretionary,45.454545454545446
2025-11,APAC,Singapore,Compliance & Controls,Execution-only,36.81818181818181
2025-11,APAC,Singapore,Compliance & Controls,Lombard Lending,0.0
2025-11,APAC,Singapore,Compliance & Controls,Structured Products,19.545454545454543
2025-11,APAC,Singapore,Front Office,Advisory,26.81818181818182
2025-11,APAC,Singapore,Front Office,Discretionary,31.818181818181824
2025-11,APAC,Singapore,Front Office,Execution-only,30.000000000000004
2025-11,APAC,Singapore,Front Office,Lombard Lending,22.727272727272727
2025-11,APAC,Singapore,Front Office,Structured Products,34.090909090909086
2025-11,APAC,Singapore,Operations,Advisory,35.45454545454545
2025-11,APAC,Singapore,Operations,Discretionary,47.72727272727273
2025-11,APAC,Singapore,Operations,Execution-only,55.454545454545446
2025-11,APAC,Singapore,Operations,Lombard Lending,51.36363636363637
2025-11,APAC,Singapore,Operations,Structured Products,37.272727272727266
2025-11,Americas,New York,Client Onboarding,Advisory,30.000000000000004
2025-11,Americas,New York,Client Onboarding,Discretionary,42.72727272727272
2025-11,Americas,New York,Client Onboarding,Execution-only,50.909090909090914
2025-11,Americas,New York,Client Onboarding,Lombard Lending,59.54545454545453
2025-11,Americas,New York,Client Onboarding,Structured Products,41.81818181818181
2025-11,Americas,New York,Compliance & Controls,Advisory,25.454545454545457
2025-11,Americas,New York,Compliance & Controls,Discretionary,16.363636363636363
2025-11,Americas,New York,Compliance & Controls,Execution-only,30.909090909090914
2025-11,Americas,New York,Compliance & Controls,Lombard Lending,30.454545454545457
2025-11,Americas,New York,Compliance & Controls,Structured Products,6.363636363636364
2025-11,Americas,New York,Front Office,Advisory,37.72727272727271
2025-11,Americas,New York,Front Office,Discretionary,43.18181818181818
2025-11,Americas,New York,Front Office,Execution-only,37.72727272727273
2025-11,Americas,New York,Front Office,Lombard Lending,17.727272727272727
2025-11,Americas,New York,Front Office,Structured Products,24.545454545454547
2025-11,Americas,New York,Operations,Advisory,53.63636363636364
2025-11,Americas,New York,Operations,Discretionary,57.27272727272727
2025-11,Americas,New York,Operations,Execution-only,55.45454545454545
2025-11,Americas,New York,Operations,Lombard Lending,37.72727272727273
2025-11,Americas,New York,Operations,Structured Products,40.454545454545446
2025-11,EMEA,Geneva,Client Onboarding,Advisory,23.636363636363637
2025-11,EMEA,Geneva,Client Onboarding,Discretionary,22.727272727272727
2025-11,EMEA,Geneva,Client Onboarding,Execution-only,27.727272727272727
2025-11,EMEA,Geneva,Client Onboarding,Lombard Lending,23.636363636363637
2025-11,EMEA,Geneva,Client Onboarding,Structured Products,33.63636363636363
2025-11,EMEA,Geneva,Compliance & Controls,Advisory,28.181818181818187
2025-11,EMEA,Geneva,Compliance & Controls,Discretionary,3.6363636363636362
2025-11,EMEA,Geneva,Compliance & Controls,Execution-only,39.09090909090909
2025-11,EMEA,Geneva,Compliance & Controls,Lombard Lending,23.636363636363637
2025-11,EMEA,Geneva,Compliance & Controls,Structured Products,11.818181818181818
2025-11,EMEA,Geneva,Front Office,Advisory,9.090909090909092
2025-11,EMEA,Geneva,Front Office,Discretionary,26.363636363636367
2025-11,EMEA,Geneva,Front Office,Execution-only,31.36363636363636
2025-11,EMEA,Geneva,Front Office,Lombard Lending,21.363636363636363
2025-11,EMEA,Geneva,Front Office,Structured Products,24.09090909090909
2025-11,EMEA,Geneva,Operations,Advisory,60.00000000000001
2025-11,EMEA,Geneva,Operations,Discretionary,46.36363636363636
2025-11,EMEA,Geneva,Operations,Execution-only,45.90909090909091
2025-11,EMEA,Geneva,Operations,Lombard Lending,55.00000000000001
2025-11,EMEA,Geneva,Operations,Structured Products,43.636363636363626
2025-11,EMEA,London,Client Onboarding,Advisory,40.45454545454545
2025-11,EMEA,London,Client Onboarding,Discretionary,11.363636363636363
2025-11,EMEA,London,Client Onboarding,Execution-only,44.54545454545455
2025-11,EMEA,London,Client Onboarding,Lombard Lending,40.909090909090914
2025-11,EMEA,London,Client Onboarding,Structured Products,26.363636363636367
2025-11,EMEA,London,Compliance & Controls,Advisory,19.090909090909093
2025-11,EMEA,London,Compliance & Controls,Discretionary,25.454545454545457
2025-11,EMEA,London,Compliance & Controls,Execution-only,30.454545454545457
2025-11,EMEA,London,Compliance & Controls,Lombard Lending,19.090909090909093
2025-11,EMEA,London,Compliance & Controls,Structured Products,5.454545454545453
2025-11,EMEA,London,Front Office,Advisory,44.54545454545454
2025-11,EMEA,London,Front Office,Discretionary,44.99999999999999
2025-11,EMEA,London,Front Office,Execution-only,41.81818181818181
2025-11,EMEA,London,Front Office,Lombard Lending,33.18181818181819
2025-11,EMEA,London,Front Office,Structured Products,29.09090909090909
2025-11,EMEA,London,Operations,Advisory,37.72727272727273
2025-11,EMEA,London,Operations,Discretionary,38.63636363636363
2025-11,EMEA,London,Operations,Execution-only,44.09090909090909
2025-11,EMEA,London,Operations,Lombard Lending,62.72727272727274
2025-11,EMEA,London,Operations,Structured Products,48.18181818181818
2025-11,EMEA,Zurich,Client Onboarding,Advisory,27.727272727272727
2025-11,EMEA,Zurich,Client Onboarding,Discretionary,35.0
2025-11,EMEA,Zurich,Client Onboarding,Execution-only,48.63636363636363
2025-11,EMEA,Zurich,Client Onboarding,Lombard Lending,5.454545454545453
2025-11,EMEA,Zurich,Client Onboarding,Structured Products,37.72727272727272
2025-11,EMEA,Zurich,Compliance & Controls,Advisory,13.636363636363638
2025-11,EMEA,Zurich,Compliance & Controls,Discretionary,42.272727272727266
2025-11,EMEA,Zurich,Compliance & Controls,Execution-only,15.909090909090908
2025-11,EMEA,Zurich,Compliance & Controls,Lombard Lending,5.454545454545453
2025-11,EMEA,Zurich,Compliance & Controls,Structured Products,20.909090909090907
2025-11,EMEA,Zurich,Front Office,Advisory,19.545454545454543
2025-11,EMEA,Zurich,Front Office,Discretionary,24.09090909090909
2025-11,EMEA,Zurich,Front Office,Execution-only,37.72727272727273
2025-11,EMEA,Zurich,Front Office,Lombard Lending,28.18181818181818
2025-11,EMEA,Zurich,Front Office,Structured Products,27.272727272727277
2025-11,EMEA,Zurich,Operations,Advisory,41.36363636363637
2025-11,EMEA,Zurich,Operations,Discretionary,44.09090909090909
2025-11,EMEA,Zurich,Operations,Execution-only,55.90909090909092
2025-11,EMEA,Zurich,Operations,Lombard Lending,41.81818181818181
2025-11,EMEA,Zurich,Operations,Structured Products,46.36363636363636
2025-12,APAC,Hong Kong,Client Onboarding,Advisory,23.636363636363637
2025-12,APAC,Hong Kong,Client Onboarding,Discretionary,47.27272727272727
2025-12,APAC,Hong Kong,Client Onboarding,Execution-only,27.727272727272716
2025-12,APAC,Hong Kong,Client Onboarding,Lombard Lending,23.636363636363637
2025-12,APAC,Hong Kong,Client Onboarding,Structured Products,10.909090909090908
2025-12,APAC,Hong Kong,Compliance & Controls,Advisory,15.454545454545453
2025-12,APAC,Hong Kong,Compliance & Controls,Discretionary,45.0
2025-12,APAC,Hong Kong,Compliance & Controls,Execution-only,49.09090909090909
2025-12,APAC,Hong Kong,Compliance & Controls,Lombard Lending,5.454545454545453
2025-12,APAC,Hong Kong,Compliance & Controls,Structured Products,18.181818181818183
2025-12,APAC,Hong Kong,Front Office,Advisory,43.63636363636364
2025-12,APAC,Hong Kong,Front Office,Discretionary,36.36363636363637
2025-12,APAC,Hong Kong,Front Office,Execution-only,29.545454545454547
2025-12,APAC,Hong Kong,Front Office,Lombard Lending,27.727272727272727
2025-12,APAC,Hong Kong,Front Office,Structured Products,20.909090909090907
2025-12,APAC,Hong Kong,Operations,Advisory,44.090909090909086
2025-12,APAC,Hong Kong,Operations,Discretionary,45.90909090909091
2025-12,APAC,Hong Kong,Operations,Execution-only,40.909090909090914
2025-12,APAC,Hong Kong,Operations,Lombard Lending,39.09090909090908
2025-12,APAC,Hong Kong,Operations,Structured Products,35.45454545454545
2025-12,APAC,Singapore,Client Onboarding,Advisory,33.18181818181818
2025-12,APAC,Singapore,Client Onboarding,Discretionary,22.727272727272727
2025-12,APAC,Singapore,Client Onboarding,Execution-only,25.454545454545457
2025-12,APAC,Singapore,Client Onboarding,Lombard Lending,6.363636363636364
2025-12,APAC,Singapore,Client Onboarding,Structured Products,11.818181818181818
2025-12,APAC,Singapore,Compliance & Controls,Advisory,20.909090909090907
2025-12,APAC,Singapore,Compliance & Controls,Discretionary,58.63636363636362
2025-12,APAC,Singapore,Compliance & Controls,Execution-only,34.54545454545454
2025-12,APAC,Singapore,Compliance & Controls,Lombard Lending,13.636363636363638
2025-12,APAC,Singapore,Compliance & Controls,Structured Products,4.545454545454546
2025-12,APAC,Singapore,Front Office,Advisory,38.63636363636363
2025-12,APAC,Singapore,Front Office,Discretionary,43.63636363636363
2025-12,APAC,Singapore,Front Office,Execution-only,41.81818181818182
2025-12,APAC,Singapore,Front Office,Lombard Lending,15.0
2025-12,APAC,Singapore,Front Office,Structured Products,41.81818181818181
2025-12,APAC,Singapore,Operations,Advisory,38.63636363636363
2025-12,APAC,Singapore,Operations,Discretionary,42.27272727272727
2025-12,APAC,Singapore,Operations,Execution-only,58.18181818181819
2025-12,APAC,Singapore,Operations,Lombard Lending,39.54545454545455
2025-12,APAC,Singapore,Operations,Structured Products,50.90909090909091
2025-12,Americas,New York,Client Onboarding,Advisory,31.363636363636367
2025-12,Americas,New York,Client Onboarding,Discretionary,41.36363636363637
2025-12,Americas,New York,Client Onboarding,Execution-only,60.00000000000001
2025-12,Americas,New York,Client Onboarding,Lombard Lending,34.54545454545454
2025-12,Americas,New York,Client Onboarding,Structured Products,46.36363636363636
2025-12,Americas,New York,Compliance & Controls,Advisory,20.0
2025-12,Americas,New York,Compliance & Controls,Discretionary,40.45454545454545
2025-12,Americas,New York,Compliance & Controls,Execution-only,51.36363636363637
2025-12,Americas,New York,Compliance & Controls,Lombard Lending,25.454545454545457
2025-12,Americas,New York,Compliance & Controls,Structured Products,18.181818181818183
2025-12,Americas,New York,Front Office,Advisory,50.909090909090914
2025-12,Americas,New York,Front Office,Discretionary,27.272727272727277
2025-12,Americas,New York,Front Office,Execution-only,32.72727272727272
2025-12,Americas,New York,Front Office,Lombard Lending,28.636363636363637
2025-12,Americas,New York,Front Office,Structured Products,20.0
2025-12,Americas,New York,Operations,Advisory,62.27272727272728
2025-12,Americas,New York,Operations,Discretionary,51.81818181818183
2025-12,Americas,New York,Operations,Execution-only,49.09090909090909
2025-12,Americas,New York,Operations,Lombard Lending,47.27272727272727
2025-12,Americas,New York,Operations,Structured Products,37.27272727272727
2025-12,EMEA,Geneva,Client Onboarding,Advisory,23.18181818181818
2025-12,EMEA,Geneva,Client Onboarding,Discretionary,48.63636363636363
2025-12,EMEA,Geneva,Client Onboarding,Execution-only,49.09090909090908
2025-12,EMEA,Geneva,Client Onboarding,Lombard Lending,30.909090909090907
2025-12,EMEA,Geneva,Client Onboarding,Structured Products,39.090909090909086
2025-12,EMEA,Geneva,Compliance & Controls,Advisory,31.818181818181813
2025-12,EMEA,Geneva,Compliance & Controls,Discretionary,18.636363636363637
2025-12,EMEA,Geneva,Compliance & Controls,Execution-only,31.818181818181813
2025-12,EMEA,Geneva,Compliance & Controls,Lombard Lending,16.36363636363636
2025-12,EMEA,Geneva,Compliance & Controls,Structured Products,18.181818181818183
2025-12,EMEA,Geneva,Front Office,Advisory,17.727272727272727
2025-12,EMEA,Geneva,Front Office,Discretionary,31.818181818181817
2025-12,EMEA,Geneva,Front Office,Execution-only,32.72727272727272
2025-12,EMEA,Geneva,Front Office,Lombard Lending,7.2727272727272725
2025-12,EMEA,Geneva,Front Office,Structured Products,35.909090909090914
2025-12,EMEA,Geneva,Operations,Advisory,45.909090909090914
2025-12,EMEA,Geneva,Operations,Discretionary,54.090909090909086
2025-12,EMEA,Geneva,Operations,Execution-only,38.18181818181819
2025-12,EMEA,Geneva,Operations,Lombard Lending,62.272727272727266
2025-12,EMEA,Geneva,Operations,Structured Products,33.18181818181819
2025-12,EMEA,London,Client Onboarding,Advisory,28.18181818181818
2025-12,EMEA,London,Client Onboarding,Discretionary,24.545454545454547
2025-12,EMEA,London,Client Onboarding,Execution-only,51.36363636363637
2025-12,EMEA,London,Client Onboarding,Lombard Lending,36.36363636363636
2025-12,EMEA,London,Client Onboarding,Structured Products,15.454545454545453
2025-12,EMEA,London,Compliance & Controls,Advisory,25.0
2025-12,EMEA,London,Compliance & Controls,Discretionary,54.090909090909086
2025-12,EMEA,London,Compliance & Controls,Execution-only,38.18181818181817
2025-12,EMEA,London,Compliance & Controls,Lombard Lending,19.090909090909093
2025-12,EMEA,London,Compliance & Controls,Structured Products,0.0
2025-12,EMEA,London,Front Office,Advisory,40.0
2025-12,EMEA,London,Front Office,Discretionary,37.272727272727266
2025-12,EMEA,London,Front Office,Execution-only,44.54545454545455
2025-12,EMEA,London,Front Office,Lombard Lending,28.18181818181818
2025-12,EMEA,London,Front Office,Structured Products,42.27272727272727
2025-12,EMEA,London,Operations,Advisory,40.45454545454545
2025-12,EMEA,London,Operations,Discretionary,53.63636363636364
2025-12,EMEA,London,Operations,Execution-only,44.0909090909091
2025-12,EMEA,London,Operations,Lombard Lending,61.36363636363637
2025-12,EMEA,London,Operations,Structured Products,44.54545454545455
2025-12,EMEA,Zurich,Client Onboarding,Advisory,28.18181818181818
2025-12,EMEA,Zurich,Client Onboarding,Discretionary,38.18181818181818
2025-12,EMEA,Zurich,Client Onboarding,Execution-only,38.63636363636363
2025-12,EMEA,Zurich,Client Onboarding,Lombard Lending,19.545454545454547
2025-12,EMEA,Zurich,Client Onboarding,Structured Products,20.909090909090907
2025-12,EMEA,Zurich,Compliance & Controls,Advisory,35.45454545454545
2025-12,EMEA,Zurich,Compliance & Controls,Discretionary,44.99999999999999
2025-12,EMEA,Zurich,Compliance & Controls,Execution-only,21.363636363636363
2025-12,EMEA,Zurich,Compliance & Controls,Lombard Lending,13.636363636363638
2025-12,EMEA,Zurich,Compliance & Controls,Structured Products,28.18181818181818
2025-12,EMEA,Zurich,Front Office,Advisory,30.909090909090903
2025-12,EMEA,Zurich,Front Office,Discretionary,23.18181818181818
2025-12,EMEA,Zurich,Front Office,Execution-only,37.27272727272727
2025-12,EMEA,Zurich,Front Office,Lombard Lending,25.0
2025-12,EMEA,Zurich,Front Office,Structured Products,25.454545454545457
2025-12,EMEA,Zurich,Operations,Advisory,58.18181818181819
2025-12,EMEA,Zurich,Operations,Discretionary,44.54545454545455
2025-12,EMEA,Zurich,Operations,Execution-only,45.00000000000001
2025-12,EMEA,Zurich,Operations,Lombard Lending,35.00000000000001
2025-12,EMEA,Zurich,Operations,Structured Products,39.54545454545455
