Date,BookingLocation,Region,Team,Product,TransactionsCount,ClientsCount,YearMonth
2025-10-08,Geneva,EMEA,Operations,Execution-only,636,34,2025-10
2025-10-08,Geneva,EMEA,Client Onboarding,Execution-only,217,9,2025-10
2025-10-08,Geneva,EMEA,Compliance & Controls,Execution-only,129,9,2025-10
2025-10-08,Geneva,EMEA,Front Office,Lombard Lending,376,13,2025-10
2025-10-08,Geneva,EMEA,Operations,Lombard Lending,321,9,2025-10
2025-10-08,Geneva,EMEA,Client Onboarding,Lombard Lending,94,4,2025-10
2025-10-08,Geneva,EMEA,Compliance & Controls,Lombard Lending,78,5,2025-10
2025-10-08,Geneva,EMEA,Front Office,Structured Products,257,9,2025-10
2025-10-08,Geneva,EMEA,Operations,Structured Products,182,5,2025-10
2025-10-08,Geneva,EMEA,Client Onboarding,Structured Products,70,4,2025-10
2025-10-08,Geneva,EMEA,Compliance & Controls,Structured Products,32,1,2025-10
2025-10-08,London,EMEA,Front Office,Advisory,812,43,2025-10
2025-10-08,London,EMEA,Operations,Advisory,647,14,2025-10
2025-10-08,London,EMEA,Client Onboarding,Advisory,191,6,2025-10
2025-10-08,London,EMEA,Compliance & Controls,Advisory,103,4,2025-10
2025-10-08,London,EMEA,Front Office,Discretionary,903,38,2025-10
2025-10-08,London,EMEA,Operations,Discretionary,695,21,2025-10
2025-10-08,London,EMEA,Client Onboarding,Discretionary,233,10,2025-10
2025-10-08,London,EMEA,Compliance & Controls,Discretionary,131,4,2025-10
2025-10-08,London,EMEA,Front Office,Execution-only,1143,59,2025-10
2025-10-08,London,EMEA,Operations,Execution-only,881,38,2025-10
2025-10-08,London,EMEA,Client Onboarding,Execution-only,279,11,2025-10
2025-10-08,London,EMEA,Compliance & Controls,Execution-only,155,7,2025-10
2025-10-08,London,EMEA,Front Office,Lombard Lending,487,20,2025-10
2025-10-08,London,EMEA,Operations,Lombard Lending,407,17,2025-10
2025-10-08,London,EMEA,Client Onboarding,Lombard Lending,116,7,2025-10
2025-10-08,London,EMEA,Compliance & Controls,Lombard Lending,72,2,2025-10
2025-10-08,London,EMEA,Front Office,Structured Products,313,10,2025-10
2025-10-08,London,EMEA,Operations,Structured Products,269,9,2025-10
2025-10-08,London,EMEA,Client Onboarding,Structured Products,82,3,2025-10
2025-10-08,London,EMEA,Compliance & Controls,Structured Products,48,2,2025-10
2025-10-08,New York,Americas,Front Office,Advisory,735,41,2025-10
2025-10-08,New York,Americas,Operations,Advisory,612,24,2025-10
2025-10-08,New York,Americas,Client Onboarding,Advisory,173,14,2025-10
2025-10-08,New York,Americas,Compliance & Controls,Advisory,111,2,2025-10
2025-10-08,New York,Americas,Front Office,Discretionary,815,37,2025-10
2025-10-08,New York,Americas,Operations,Discretionary,646,24,2025-10
2025-10-08,New York,Americas,Client Onboarding,Discretionary,196,9,2025-10
2025-10-08,New York,Americas,Compliance & Controls,Discretionary,135,10,2025-10
2025-10-08,New York,Americas,Front Office,Execution-only,1008,54,2025-10
2025-10-08,New York,Americas,Operations,Execution-only,814,25,2025-10
2025-10-08,New York,Americas,Client Onboarding,Execution-only,225,10,2025-10
2025-10-08,New York,Americas,Compliance & Controls,Execution-only,147,5,2025-10
2025-10-08,New York,Americas,Front Office,Lombard Lending,452,20,2025-10
2025-10-08,New York,Americas,Operations,Lombard Lending,405,9,2025-10
2025-10-08,New York,Americas,Client Onboarding,Lombard Lending,119,5,2025-10
2025-10-08,New York,Americas,Compliance & Controls,Lombard Lending,69,4,2025-10
2025-10-08,New York,Americas,Front Office,Structured Products,263,14,2025-10
2025-10-08,New York,Americas,Operations,Structured Products,221,9,2025-10
2025-10-08,New York,Americas,Client Onboarding,Structured Products,64,4,2025-10
2025-10-08,New York,Americas,Compliance & Controls,Structured Products,44,2,2025-10
2025-10-08,Singapore,APAC,Front Office,Advisory,569,32,2025-10
2025-10-08,Singapore,APAC,Operations,Advisory,456,17,2025-10
2025-10-08,Singapore,APAC,Client Onboarding,Advisory,161,6,2025-10
2025-10-08,Singapore,APAC,Compliance & Controls,Advisory,93,6,2025-10
2025-10-08,Singapore,APAC,Front Office,Discretionary,639,37,2025-10
2025-10-08,Singapore,APAC,Operations,Discretionary,542,17,2025-10
2025-10-08,Singapore,APAC,Client Onboarding,Discretionary,136,7,2025-10
2025-10-08,Singapore,APAC,Compliance & Controls,Discretionary,99,1,2025-10
2025-10-08,Singapore,APAC,Front Office,Execution-only,816,28,2025-10
2025-10-08,Singapore,APAC,Operations,Execution-only,601,28,2025-10
2025-10-08,Singapore,APAC,Client Onboarding,Execution-only,187,9,2025-10
2025-10-08,Singapore,APAC,Compliance & Controls,Execution-only,125,2,2025-10
2025-10-08,Singapore,APAC,Front Office,Lombard Lending,335,18,2025-10
2025-10-08,Singapore,APAC,Operations,Lombard Lending,286,9,2025-10
2025-10-08,Singapore,APAC,Client Onboarding,Lombard Lending,88,9,2025-10
2025-10-08,Singapore,APAC,Compliance & Controls,Lombard Lending,52,2,2025-10
2025-10-08,Singapore,APAC,Front Office,Structured Products,256,13,2025-10
2025-10-08,Singapore,APAC,Operations,Structured Products,190,4,2025-10
2025-10-08,Singapore,APAC,Client Onboarding,Structured Products,61,4,2025-10
2025-10-08,Singapore,APAC,Compliance & Controls,Structured Products,36,1,2025-10
2025-10-08,Hong Kong,APAC,Front Office,Advisory,586,26,2025-10
2025-10-08,Hong Kong,APAC,Operations,Advisory,419,11,2025-10
2025-10-08,Hong Kong,APAC,Client Onboarding,Advisory,132,9,2025-10
2025-10-08,Hong Kong,APAC,Compliance & Controls,Advisory,72,5,2025-10
2025-10-08,Hong Kong,APAC,Front Office,Discretionary,607,31,2025-10
2025-10-08,Hong Kong,APAC,Operations,Discretionary,471,20,2025-10
2025-10-08,Hong Kong,APAC,Client Onboarding,Discretionary,155,5,2025-10
2025-10-08,Hong Kong,APAC,Compliance & Controls,Discretionary,84,2,2025-10
2025-10-08,Hong Kong,APAC,Front Office,Execution-only,729,36,2025-10
2025-10-08,Hong Kong,APAC,Operations,Execution-only,618,23,2025-10
2025-10-08,Hong Kong,APAC,Client Onboarding,Execution-only,204,8,2025-10
2025-10-08,Hong Kong,APAC,Compliance & Controls,Execution-only,122,5,2025-10
2025-10-08,Hong Kong,APAC,Front Office,Lombard Lending,345,21,2025-10
2025-10-08,Hong Kong,APAC,Operations,Lombard Lending,270,9,2025-10
2025-10-08,Hong Kong,APAC,Client Onboarding,Lombard Lending,90,1,2025-10
2025-10-08,Hong Kong,APAC,Compliance & Controls,Lombard Lending,54,2,2025-10
2025-10-08,Hong Kong,APAC,Front Office,Structured Products,223,4,2025-10
2025-10-08,Hong Kong,APAC,Operations,Structured Products,168,7,2025-10
2025-10-08,Hong Kong,APAC,Client Onboarding,Structured Products,46,1,2025-10
2025-10-08,Hong Kong,APAC,Compliance & Controls,Structured Products,34,1,2025-10
2025-10-09,Zurich,EMEA,Front Office,Advisory,1029,53,2025-10
2025-10-09,Zurich,EMEA,Operations,Advisory,793,21,2025-10
2025-10-09,Zurich,EMEA,Client Onboarding,Advisory,248,16,2025-10
2025-10-09,Zurich,EMEA,Compliance & Controls,Advisory,170,8,2025-10
2025-10-09,Zurich,EMEA,Front Office,Discretionary,1097,50,2025-10
2025-10-09,Zurich,EMEA,Operations,Discretionary,875,26,2025-10
2025-10-09,Zurich,EMEA,Client Onboarding,Discretionary,253,14,2025-10
2025-10-09,Zurich,EMEA,Compliance & Controls,Discretionary,178,7,2025-10
2025-10-09,Zurich,EMEA,Front Office,Execution-only,1443,75,2025-10
2025-10-09,Zurich,EMEA,Operations,Execution-only,1108,32,2025-10
2025-10-09,Zurich,EMEA,Client Onboarding,Execution-only,343,17,2025-10
2025-10-09,Zurich,EMEA,Compliance & Controls,Execution-only,199,6,2025-10
2025-10-09,Zurich,EMEA,Front Office,Lombard Lending,558,30,2025-10
2025-10-09,Zurich,EMEA,Operations,Lombard Lending,430,21,2025-10
2025-10-09,Zurich,EMEA,Client Onboarding,Lombard Lending,164,6,2025-10
2025-10-09,Zurich,EMEA,Compliance & Controls,Lombard Lending,79,2,2025-10
2025-10-09,Zurich,EMEA,Front Office,Structured Products,359,16,2025-10
2025-10-09,Zurich,EMEA,Operations,Structured Products,309,10,2025-10
2025-10-09,Zurich,EMEA,Client Onboarding,Structured Products,104,7,2025-10
2025-10-09,Zurich,EMEA,Compliance & Controls,Structured Products,50,1,2025-10
2025-10-09,Geneva,EMEA,Front Office,Advisory,584,31,2025-10
2025-10-09,Geneva,EMEA,Operations,Advisory,523,17,2025-10
2025-10-09,Geneva,EMEA,Client Onboarding,Advisory,142,6,2025-10
2025-10-09,Geneva,EMEA,Compliance & Controls,Advisory,100,6,2025-10
2025-10-09,Geneva,EMEA,Front Office,Discretionary,671,34,2025-10
2025-10-09,Geneva,EMEA,Operations,Discretionary,552,20,2025-10
2025-10-09,Geneva,EMEA,Client Onboarding,Discretionary,176,7,2025-10
2025-10-09,Geneva,EMEA,Compliance & Controls,Discretionary,127,7,2025-10
2025-10-09,Geneva,EMEA,Front Office,Execution-only,886,34,2025-10
2025-10-09,Geneva,EMEA,Operations,Execution-only,717,22,2025-10
2025-10-09,Geneva,EMEA,Client Onboarding,Execution-only,225,10,2025-10
2025-10-09,Geneva,EMEA,Compliance & Controls,Execution-only,145,5,2025-10
2025-10-09,Geneva,EMEA,Front Office,Lombard Lending,359,17,2025-10
2025-10-09,Geneva,EMEA,Operations,Lombard Lending,293,10,2025-10
2025-10-09,Geneva,EMEA,Client Onboarding,Lombard Lending,97,3,2025-10
2025-10-09,Geneva,EMEA,Compliance & Controls,Lombard Lending,52,1,2025-10
2025-10-09,Geneva,EMEA,Front Office,Structured Products,232,12,2025-10
2025-10-09,Geneva,EMEA,Operations,Structured Products,208,4,2025-10
2025-10-09,Geneva,EMEA,Client Onboarding,Structured Products,66,3,2025-10
2025-10-09,Geneva,EMEA,Compliance & Controls,Structured Products,42,1,2025-10
2025-10-09,London,EMEA,Front Office,Advisory,806,43,2025-10
2025-10-09,London,EMEA,Operations,Advisory,653,27,2025-10
2025-10-09,London,EMEA,Client Onboarding,Advisory,180,13,2025-10
2025-10-09,London,EMEA,Compliance & Controls,Advisory,118,6,2025-10
2025-10-09,London,EMEA,Front Office,Discretionary,911,52,2025-10
2025-10-09,London,EMEA,Operations,Discretionary,718,24,2025-10
2025-10-09,London,EMEA,Client Onboarding,Discretionary,226,12,2025-10
2025-10-09,London,EMEA,Compliance & Controls,Discretionary,127,3,2025-10
2025-10-09,London,EMEA,Front Office,Execution-only,1155,72,2025-10
2025-10-09,London,EMEA,Operations,Execution-only,876,26,2025-10
2025-10-09,London,EMEA,Client Onboarding,Execution-only,299,12,2025-10
2025-10-09,London,EMEA,Compliance & Controls,Execution-only,195,5,2025-10
2025-10-09,London,EMEA,Front Office,Lombard Lending,534,23,2025-10
2025-10-09,London,EMEA,Operations,Lombard Lending,382,14,2025-10
2025-10-09,London,EMEA,Client Onboarding,Lombard Lending,116,3,2025-10
2025-10-09,London,EMEA,Compliance & Controls,Lombard Lending,76,2,2025-10
2025-10-09,London,EMEA,Front Office,Structured Products,289,14,2025-10
2025-10-09,London,EMEA,Operations,Structured Products,283,8,2025-10
2025-10-09,London,EMEA,Client Onboarding,Structured Products,97,3,2025-10
2025-10-09,London,EMEA,Compliance & Controls,Structured Products,48,3,2025-10
2025-10-09,New York,Americas,Front Office,Advisory,723,28,2025-10
2025-10-09,New York,Americas,Operations,Advisory,597,14,2025-10
2025-10-09,New York,Americas,Client Onboarding,Advisory,187,7,2025-10
2025-10-09,New York,Americas,Compliance & Controls,Advisory,106,4,2025-10
2025-10-09,New York,Americas,Front Office,Discretionary,789,33,2025-10
2025-10-09,New York,Americas,Operations,Discretionary,673,24,2025-10
2025-10-09,New York,Americas,Client Onboarding,Discretionary,182,7,2025-10
2025-10-09,New York,Americas,Compliance & Controls,Discretionary,112,4,2025-10
2025-10-09,New York,Americas,Front Office,Execution-only,942,47,2025-10
2025-10-09,New York,Americas,Operations,Execution-only,798,22,2025-10
2025-10-09,New York,Americas,Client Onboarding,Execution-only,247,11,2025-10
2025-10-09,New York,Americas,Compliance & Controls,Execution-only,132,3,2025-10
2025-10-09,New York,Americas,Front Office,Lombard Lending,416,17,2025-10
2025-10-09,New York,Americas,Operations,Lombard Lending,335,16,2025-10
2025-10-09,New York,Americas,Client Onboarding,Lombard Lending,121,5,2025-10
2025-10-09,New York,Americas,Compliance & Controls,Lombard Lending,64,5,2025-10
2025-10-09,New York,Americas,Front Office,Structured Products,290,12,2025-10
2025-10-09,New York,Americas,Operations,Structured Products,224,7,2025-10
2025-10-09,New York,Americas,Client Onboarding,Structured Products,81,1,2025-10
2025-10-09,New York,Americas,Compliance & Controls,Structured Products,35,1,2025-10
2025-10-09,Singapore,APAC,Front Office,Advisory,567,27,2025-10
2025-10-09,Singapore,APAC,Operations,Advisory,469,15,2025-10
2025-10-09,Singapore,APAC,Client Onboarding,Advisory,128,9,2025-10
2025-10-09,Singapore,APAC,Compliance & Controls,Advisory,87,4,2025-10
2025-10-09,Singapore,APAC,Front Office,Discretionary,672,30,2025-10
2025-10-09,Singapore,APAC,Operations,Discretionary,521,16,2025-10
2025-10-09,Singapore,APAC,Client Onboarding,Discretionary,151,4,2025-10
2025-10-09,Singapore,APAC,Compliance & Controls,Discretionary,92,4,2025-10
2025-10-09,Singapore,APAC,Front Office,Execution-only,774,50,2025-10
2025-10-09,Singapore,APAC,Operations,Execution-only,647,23,2025-10
2025-10-09,Singapore,APAC,Client Onboarding,Execution-only,199,5,2025-10
2025-10-09,Singapore,APAC,Compliance & Controls,Execution-only,122,5,2025-10
2025-10-09,Singapore,APAC,Front Office,Lombard Lending,370,15,2025-10
2025-10-09,Singapore,APAC,Operations,Lombard Lending,300,6,2025-10
2025-10-09,Singapore,APAC,Client Onboarding,Lombard Lending,74,7,2025-10
2025-10-09,Singapore,APAC,Compliance & Controls,Lombard Lending,46,3,2025-10
2025-10-09,Singapore,APAC,Front Office,Structured Products,237,15,2025-10
2025-10-09,Singapore,APAC,Operations,Structured Products,189,7,2025-10
2025-10-09,Singapore,APAC,Client Onboarding,Structured Products,58,2,2025-10
2025-10-09,Singapore,APAC,Compliance & Controls,Structured Products,35,1,2025-10
2025-10-09,Hong Kong,APAC,Front Office,Advisory,524,30,2025-10
2025-10-09,Hong Kong,APAC,Operations,Advisory,419,17,2025-10
2025-10-09,Hong Kong,APAC,Client Onboarding,Advisory,131,4,2025-10
2025-10-09,Hong Kong,APAC,Compliance & Controls,Advisory,93,4,2025-10
2025-10-09,Hong Kong,APAC,Front Office,Discretionary,630,22,2025-10
2025-10-09,Hong Kong,APAC,Operations,Discretionary,458,12,2025-10
2025-10-09,Hong Kong,APAC,Client Onboarding,Discretionary,151,7,2025-10
2025-10-09,Hong Kong,APAC,Compliance & Controls,Discretionary,99,2,2025-10
2025-10-09,Hong Kong,APAC,Front Office,Execution-only,752,43,2025-10
2025-10-09,Hong Kong,APAC,Operations,Execution-only,622,20,2025-10
2025-10-09,Hong Kong,APAC,Client Onboarding,Execution-only,220,5,2025-10
2025-10-09,Hong Kong,APAC,Compliance & Controls,Execution-only,143,3,2025-10
2025-10-09,Hong Kong,APAC,Front Office,Lombard Lending,333,18,2025-10
2025-10-09,Hong Kong,APAC,Operations,Lombard Lending,269,5,2025-10
2025-10-09,Hong Kong,APAC,Client Onboarding,Lombard Lending,94,4,2025-10
2025-10-09,Hong Kong,APAC,Compliance & Controls,Lombard Lending,43,1,2025-10
2025-10-09,Hong Kong,APAC,Front Office,Structured Products,226,11,2025-10
2025-10-09,Hong Kong,APAC,Operations,Structured Products,174,7,2025-10
2025-10-09,Hong Kong,APAC,Client Onboarding,Structured Products,49,2,2025-10
2025-10-09,Hong Kong,APAC,Compliance & Controls,Structured Products,26,2,2025-10
2025-10-10,Zurich,EMEA,Front Office,Advisory,987,54,2025-10
2025-10-10,Zurich,EMEA,Operations,Advisory,800,36,2025-10
2025-10-10,Zurich,EMEA,Client Onboarding,Advisory,248,5,2025-10
2025-10-10,Zurich,EMEA,Compliance & Controls,Advisory,150,5,2025-10
2025-10-10,Zurich,EMEA,Front Office,Discretionary,1130,79,2025-10
2025-10-10,Zurich,EMEA,Operations,Discretionary,868,36,2025-10
2025-10-10,Zurich,EMEA,Client Onboarding,Discretionary,248,15,2025-10
2025-10-10,Zurich,EMEA,Compliance & Controls,Discretionary,145,7,2025-10
2025-10-10,Zurich,EMEA,Front Office,Execution-only,1352,76,2025-10
2025-10-10,Zurich,EMEA,Operations,Execution-only,1111,33,2025-10
2025-10-10,Zurich,EMEA,Client Onboarding,Execution-only,308,21,2025-10
2025-10-10,Zurich,EMEA,Compliance & Controls,Execution-only,225,5,2025-10
2025-10-10,Zurich,EMEA,Front Office,Lombard Lending,630,34,2025-10
2025-10-10,Zurich,EMEA,Operations,Lombard Lending,451,20,2025-10
2025-10-10,Zurich,EMEA,Client Onboarding,Lombard Lending,145,7,2025-10
2025-10-10,Zurich,EMEA,Compliance & Controls,Lombard Lending,102,5,2025-10
2025-10-10,Zurich,EMEA,Front Office,Structured Products,425,17,2025-10
2025-10-10,Zurich,EMEA,Operations,Structured Products,310,12,2025-10
2025-10-10,Zurich,EMEA,Client Onboarding,Structured Products,93,3,2025-10
2025-10-10,Zurich,EMEA,Compliance & Controls,Structured Products,62,1,2025-10
2025-10-10,Geneva,EMEA,Front Office,Advisory,605,29,2025-10
2025-10-10,Geneva,EMEA,Operations,Advisory,553,24,2025-10
2025-10-10,Geneva,EMEA,Client Onboarding,Advisory,153,9,2025-10
2025-10-10,Geneva,EMEA,Compliance & Controls,Advisory,98,3,2025-10
2025-10-10,Geneva,EMEA,Front Office,Discretionary,682,33,2025-10
2025-10-10,Geneva,EMEA,Operations,Discretionary,582,18,2025-10
2025-10-10,Geneva,EMEA,Client Onboarding,Discretionary,167,11,2025-10
2025-10-10,Geneva,EMEA,Compliance & Controls,Discretionary,108,4,2025-10
2025-10-10,Geneva,EMEA,Front Office,Execution-only,845,45,2025-10
2025-10-10,Geneva,EMEA,Operations,Execution-only,703,27,2025-10
2025-10-10,Geneva,EMEA,Client Onboarding,Execution-only,213,10,2025-10
2025-10-10,Geneva,EMEA,Compliance & Controls,Execution-only,134,3,2025-10
2025-10-10,Geneva,EMEA,Front Office,Lombard Lending,380,18,2025-10
2025-10-10,Geneva,EMEA,Operations,Lombard Lending,296,9,2025-10
2025-10-10,Geneva,EMEA,Client Onboarding,Lombard Lending,89,2,2025-10
2025-10-10,Geneva,EMEA,Compliance & Controls,Lombard Lending,59,2,2025-10
2025-10-10,Geneva,EMEA,Front Office,Structured Products,251,10,2025-10
2025-10-10,Geneva,EMEA,Operations,Structured Products,178,8,2025-10
2025-10-10,Geneva,EMEA,Client Onboarding,Structured Products,64,3,2025-10
2025-10-10,Geneva,EMEA,Compliance & Controls,Structured Products,25,1,2025-10
2025-10-10,London,EMEA,Front Office,Advisory,822,44,2025-10
2025-10-10,London,EMEA,Operations,Advisory,643,21,2025-10
2025-10-10,London,EMEA,Client Onboarding,Advisory,216,9,2025-10
2025-10-10,London,EMEA,Compliance & Controls,Advisory,116,10,2025-10
2025-10-10,London,EMEA,Front Office,Discretionary,884,45,2025-10
2025-10-10,London,EMEA,Operations,Discretionary,738,24,2025-10
2025-10-10,London,EMEA,Client Onboarding,Discretionary,204,9,2025-10
2025-10-10,London,EMEA,Compliance & Controls,Discretionary,127,5,2025-10
2025-10-10,London,EMEA,Front Office,Execution-only,1128,46,2025-10
2025-10-10,London,EMEA,Operations,Execution-only,851,35,2025-10
2025-10-10,London,EMEA,Client Onboarding,Execution-only,286,16,2025-10
2025-10-10,London,EMEA,Compliance & Controls,Execution-only,162,6,2025-10
2025-10-10,London,EMEA,Front Office,Lombard Lending,457,30,2025-10
2025-10-10,London,EMEA,Operations,Lombard Lending,386,13,2025-10
2025-10-10,London,EMEA,Client Onboarding,Lombard Lending,118,5,2025-10
2025-10-10,London,EMEA,Compliance & Controls,Lombard Lending,66,2,2025-10
2025-10-10,London,EMEA,Front Office,Structured Products,306,16,2025-10
2025-10-10,London,EMEA,Operations,Structured Products,259,11,2025-10
2025-10-10,London,EMEA,Client Onboarding,Structured Products,91,1,2025-10
2025-10-10,London,EMEA,Compliance & Controls,Structured Products,42,1,2025-10
2025-10-10,New York,Americas,Front Office,Advisory,738,32,2025-10
2025-10-10,New York,Americas,Operations,Advisory,530,11,2025-10
2025-10-10,New York,Americas,Client Onboarding,Advisory,172,17,2025-10
2025-10-10,New York,Americas,Compliance & Controls,Advisory,106,8,2025-10
2025-10-10,New York,Americas,Front Office,Discretionary,791,37,2025-10
2025-10-10,New York,Americas,Operations,Discretionary,635,17,2025-10
2025-10-10,New York,Americas,Client Onboarding,Discretionary,204,11,2025-10
2025-10-10,New York,Americas,Compliance & Controls,Discretionary,141,6,2025-10
2025-10-10,New York,Americas,Front Office,Execution-only,1014,56,2025-10
2025-10-10,New York,Americas,Operations,Execution-only,800,31,2025-10
2025-10-10,New York,Americas,Client Onboarding,Execution-only,245,4,2025-10
2025-10-10,New York,Americas,Compliance & Controls,Execution-only,141,7,2025-10
2025-10-10,New York,Americas,Front Office,Lombard Lending,447,16,2025-10
2025-10-10,New York,Americas,Operations,Lombard Lending,337,11,2025-10
2025-10-10,New York,Americas,Client Onboarding,Lombard Lending,120,1,2025-10
2025-10-10,New York,Americas,Compliance & Controls,Lombard Lending,68,6,2025-10
2025-10-10,New York,Americas,Front Office,Structured Products,261,15,2025-10
2025-10-10,New York,Americas,Operations,Structured Products,225,8,2025-10
2025-10-10,New York,Americas,Client Onboarding,Structured Products,68,1,2025-10
2025-10-10,New York,Americas,Compliance & Controls,Structured Products,37,3,2025-10
2025-10-10,Singapore,APAC,Front Office,Advisory,560,26,2025-10
2025-10-10,Singapore,APAC,Operations,Advisory,471,16,2025-10
2025-10-10,Singapore,APAC,Client Onboarding,Advisory,149,4,2025-10
2025-10-10,Singapore,APAC,Compliance & Controls,Advisory,93,1,2025-10
2025-10-10,Singapore,APAC,Front Office,Discretionary,646,28,2025-10
2025-10-10,Singapore,APAC,Operations,Discretionary,532,11,2025-10
2025-10-10,Singapore,APAC,Client Onboarding,Discretionary,169,6,2025-10
2025-10-10,Singapore,APAC,Compliance & Controls,Discretionary,88,7,2025-10
2025-10-10,Singapore,APAC,Front Office,Execution-only,796,40,2025-10
2025-10-10,Singapore,APAC,Operations,Execution-only,676,27,2025-10
2025-10-10,Singapore,APAC,Client Onboarding,Execution-only,190,17,2025-10
2025-10-10,Singapore,APAC,Compliance & Controls,Execution-only,125,3,2025-10
2025-10-10,Singapore,APAC,Front Office,Lombard Lending,374,21,2025-10
2025-10-10,Singapore,APAC,Operations,Lombard Lending,295,7,2025-10
2025-10-10,Singapore,APAC,Client Onboarding,Lombard Lending,87,3,2025-10
2025-10-10,Singapore,APAC,Compliance & Controls,Lombard Lending,47,2,2025-10
2025-10-10,Singapore,APAC,Front Office,Structured Products,237,17,2025-10
2025-10-10,Singapore,APAC,Operations,Structured Products,217,7,2025-10
2025-10-10,Singapore,APAC,Client Onboarding,Structured Products,60,1,2025-10
2025-10-10,Singapore,APAC,Compliance & Controls,Structured Products,28,1,2025-10
2025-10-10,Hong Kong,APAC,Front Office,Advisory,519,17,2025-10
2025-10-10,Hong Kong,APAC,Operations,Advisory,421,27,2025-10
2025-10-10,Hong Kong,APAC,Client Onboarding,Advisory,134,7,2025-10
2025-10-10,Hong Kong,APAC,Compliance & Controls,Advisory,81,3,2025-10
2025-10-10,Hong Kong,APAC,Front Office,Discretionary,631,44,2025-10
2025-10-10,Hong Kong,APAC,Operations,Discretionary,510,14,2025-10
2025-10-10,Hong Kong,APAC,Client Onboarding,Discretionary,163,7,2025-10
2025-10-10,Hong Kong,APAC,Compliance & Controls,Discretionary,83,2,2025-10
2025-10-10,Hong Kong,APAC,Front Office,Execution-only,778,47,2025-10
2025-10-10,Hong Kong,APAC,Operations,Execution-only,648,25,2025-10
2025-10-10,Hong Kong,APAC,Client Onboarding,Execution-only,210,6,2025-10
2025-10-10,Hong Kong,APAC,Compliance & Controls,Execution-only,108,3,2025-10
2025-10-10,Hong Kong,APAC,Front Office,Lombard Lending,286,9,2025-10
2025-10-10,Hong Kong,APAC,Operations,Lombard Lending,262,11,2025-10
2025-10-10,Hong Kong,APAC,Client Onboarding,Lombard Lending,86,3,2025-10
2025-10-10,Hong Kong,APAC,Compliance & Controls,Lombard Lending,44,2,2025-10
2025-10-10,Hong Kong,APAC,Front Office,Structured Products,206,14,2025-10
2025-10-10,Hong Kong,APAC,Operations,Structured Products,166,3,2025-10
2025-10-10,Hong Kong,APAC,Client Onboarding,Structured Products,69,3,2025-10
2025-10-10,Hong Kong,APAC,Compliance & Controls,Structured Products,31,1,2025-10
2025-10-11,Zurich,EMEA,Front Office,Advisory,712,53,2025-10
2025-10-11,Zurich,EMEA,Operations,Advisory,569,31,2025-10
2025-10-11,Zurich,EMEA,Client Onboarding,Advisory,177,20,2025-10
2025-10-11,Zurich,EMEA,Compliance & Controls,Advisory,93,6,2025-10
2025-10-11,Zurich,EMEA,Front Office,Discretionary,771,68,2025-10
2025-10-11,Zurich,EMEA,Operations,Discretionary,651,24,2025-10
2025-10-11,Zurich,EMEA,Client Onboarding,Discretionary,198,12,2025-10
2025-10-11,Zurich,EMEA,Compliance & Controls,Discretionary,126,8,2025-10
2025-10-11,Zurich,EMEA,Front Office,Execution-only,954,66,2025-10
2025-10-11,Zurich,EMEA,Operations,Execution-only,793,47,2025-10
2025-10-11,Zurich,EMEA,Client Onboarding,Execution-only,236,13,2025-10
2025-10-11,Zurich,EMEA,Compliance & Controls,Execution-only,151,11,2025-10
2025-10-11,Zurich,EMEA,Front Office,Lombard Lending,373,36,2025-10
2025-10-11,Zurich,EMEA,Operations,Lombard Lending,350,15,2025-10
2025-10-11,Zurich,EMEA,Client Onboarding,Lombard Lending,115,9,2025-10
2025-10-11,Zurich,EMEA,Compliance & Controls,Lombard Lending,70,7,2025-10
2025-10-11,Zurich,EMEA,Front Office,Structured Products,264,25,2025-10
2025-10-11,Zurich,EMEA,Operations,Structured Products,207,13,2025-10
2025-10-11,Zurich,EMEA,Client Onboarding,Structured Products,75,5,2025-10
2025-10-11,Zurich,EMEA,Compliance & Controls,Structured Products,45,3,2025-10
2025-10-11,Geneva,EMEA,Front Office,Advisory,466,26,2025-10
2025-10-11,Geneva,EMEA,Operations,Advisory,355,17,2025-10
2025-10-11,Geneva,EMEA,Client Onboarding,Advisory,117,12,2025-10
2025-10-11,Geneva,EMEA,Compliance & Controls,Advisory,60,3,2025-10
2025-10-11,Geneva,EMEA,Front Office,Discretionary,502,36,2025-10
2025-10-11,Geneva,EMEA,Operations,Discretionary,378,20,2025-10
2025-10-11,Geneva,EMEA,Client Onboarding,Discretionary,156,6,2025-10
2025-10-11,Geneva,EMEA,Compliance & Controls,Discretionary,62,7,2025-10
2025-10-11,Geneva,EMEA,Front Office,Execution-only,627,44,2025-10
2025-10-11,Geneva,EMEA,Operations,Execution-only,498,17,2025-10
2025-10-11,Geneva,EMEA,Client Onboarding,Execution-only,143,6,2025-10
2025-10-11,Geneva,EMEA,Compliance & Controls,Execution-only,113,7,2025-10
2025-10-11,Geneva,EMEA,Front Office,Lombard Lending,238,30,2025-10
2025-10-11,Geneva,EMEA,Operations,Lombard Lending,204,11,2025-10
2025-10-11,Geneva,EMEA,Client Onboarding,Lombard Lending,67,9,2025-10
2025-10-11,Geneva,EMEA,Compliance & Controls,Lombard Lending,40,2,2025-10
2025-10-11,Geneva,EMEA,Front Office,Structured Products,159,19,2025-10
2025-10-11,Geneva,EMEA,Operations,Structured Products,152,3,2025-10
